,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
140,[],"[""Others""]",[],"JNU मे देशद्रोही कन्हैया कुमार 11वीं बार फेल,

क्लास बदली नहीं जाती है और निकला है देश बदलने ",True,prathamesh,Hindi,Others,JNU मे देशद्रोही कन्हैया कुमार 11वीं बार फेल क्लास बदली नहीं जाती है और निकला है देश बदलने,1,1
141,[],[],"[""Others""]","भारत ने पुलवामा हमले का लिया बदला, PAK के आतंकी ठिकानों पर गिराए 1000 किलो बम

via Dailyhunt

डाउनलोड करें:
",False,prathamesh,Hindi,Others,भारत ने पुलवामा हमले का लिया बदला PAK के आतंकी ठिकानों पर गिराए 1000 किलो बमvia Dailyhuntडाउनलोड करें,0,1
142,[],[],[],Oh !!! What !!a brilliant speech by Karnataka girl which made our proud PM to bow before her.,True,prathamesh,Hindi,Others,Oh What brilliant speech by Karnataka girl which made our proud PM to bow before her,1,1
143,[],[],"[""Others""]",बहुत ही अच्छी सलाह दे गया ये बंदा।समझने वाले समझेंगे ।वैसे समझते तो सभी हैं,False,prathamesh,Hindi,Others,बहुत ही अच्छी सलाह दे गया ये बंदासमझने वाले समझेंगे वैसे समझते तो सभी हैं,0,1
144,[],[],"[""Others""]",पुरे  हरामी के ओलांद को निकाला ना जो गलत पोज कर्णेवालोको,False,prathamesh,Hindi,Others,पुरे हरामी के ओलांद को निकाला ना जो गलत पोज कर्णेवालोको,0,1
147,[],[],"[""Others""]","अभी तक दुनिया की नजरें अमेरिकी चुनाव पर ही रहती थीं,
पर आज पहली बार दुनिया की निगाहें भारत के आम चुनावों पर है,
उभरता-सशक्त भारत
",True,prathamesh,Hindi,Others,अभी तक दुनिया की नजरें अमेरिकी चुनाव पर ही रहती थीं पर आज पहली बार दुनिया की निगाहें भारत के आम चुनावों पर है उभरता-सशक्त भारत,1,1
148,[],"[""INC""]",[],"इंदिरा गाँधी 1966-भारत मे कोई भूखा नही रहेगा।
2019 राहुल गांधी भारत मे कोई भूखा नही रहेगा।
जुमला इसे कहते है चरणदासों",True,prathamesh,Hindi,Others,इंदिरा गाँधी 1966-भारत मे कोई भूखा नही रहेगा2019 राहुल गांधी भारत मे कोई भूखा नही रहेगाजुमला इसे कहते है चरणदासों,1,1
149,[],[],"[""Others""]",शुभ काम में देरी नहीं है भाई निकाल दिया,False,prathamesh,Hindi,Others,शुभ काम में देरी नहीं है भाई निकाल दिया,0,1
150,"[""Others""]","[""BJP""]",[],"Big Breaking: क्या अब सिरमौर के चौकीदार सुखराम भी हुए नाराज? मनाते रह गए कार्यकर्ता
कफोटा में सीएम की जनसभा बीच में छोड़कर क्यों निकले??",True,srijit,Hindi,Others,Big Breaking क्या अब सिरमौर के चौकीदार सुखराम भी हुए नाराज मनाते रह गए कार्यकर्ताकफोटा में सीएम की जनसभा बीच में छोड़कर क्यों निकले,1,1
151,"[""Others""]","[""BJP""]",[],Chor modi,True,srijit,Hindi,Others,Chor modi,1,1
153,"[""Others""]","[""Others""]","[""Offensive""]"," *घोडी बनाकर मुझे चोदा*
 *special fuck style of horse* 
 
 
 
",False,srijit,Hindi,Offensive,घोडी बनाकर मुझे चोदा special fuck style of horse,0,0
154,"[""Others""]","[""Others""]","[""Others""]","जवानों की शहादत पर
बूथ संवारे जाते हैं
नेताओं की मौत पर
तिरंगे उतारे जाते हैं",True,srijit,Hindi,Others,जवानों की शहादत परबूथ संवारे जाते हैंनेताओं की मौत परतिरंगे उतारे जाते हैं,1,1
155,"[""Others""]","[""Others""]","[""Others""]",Phle padho likho smajhdaar bano fir lead kro ...ye thodi ki speech mein khe ki hm zada padhe likhe to hai nai,True,srijit,Hindi,Others,Phle padho likho smajhdaar bano fir lead kro ye thodi ki speech mein khe ki hm zada padhe likhe to hai nai,1,1
